formid,CommPartnersGender,CommPartnerMaritalStatus,Stateofresidence,Farming_Seasons_to_Participate_in_2024,LandAvailableIn2024WetSeason,LandAvailableIn2024DrySeason,ReasonForDisplacement,CommPartnerHouseHoldStatus,Cooperative_unique_ID,Implementing_Partner,PovertyClassification,Comm_Partners_Age_group,Sex_and_AgeGroup,IDP_classification,disability_classification,Beneficiaryuniqueid,completed_time,started_time,username,received_on
04595a85-d62f-450a-bf58-ac5210bcab07,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Rin8MY231,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Rin0M3QOQ14,14/02/2024 20:07,14/02/2024 19:57,rin18,14/02/2024 20:14
8409d6df-7fbf-4354-ac4e-b262e938c999,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Rin8MY231,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,RinCQ6Z4313,14/02/2024 20:13,14/02/2024 20:07,rin18,14/02/2024 20:14
cc515010-4fa8-4b91-bc6a-58d4ebc75306,Female,Single,Kano,---,---,---,I_am_an_indigene,Child_to_head_of_household,GarNFJA24,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,GarK7KZKO27,14/02/2024 20:02,14/02/2024 19:56,ran07,14/02/2024 20:14
f8cd1084-3638-4bfb-9f61-e069c800fc19,Female,Married,Kano,---,---,---,I_am_an_indigene,Child_to_head_of_household,GarNFJA24,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,GarI2UK2M16,14/02/2024 20:06,14/02/2024 20:02,ran07,14/02/2024 20:14
313c67bc-e62b-4979-a89d-902c1bb004a8,Female,Married,Kano,---,---,---,I_am_an_indigene,Spouse_to_household_head,GarNFJA24,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,GarU54LE030,14/02/2024 20:10,14/02/2024 20:06,ran07,14/02/2024 20:14
eb107e4b-9d32-4d73-8dfe-a4f5f885ee98,Female,Married,Jigawa,Wet_Season,2.0,---,I_am_an_indigene,Household_head,JahYPGW51,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah51DUWA29,14/02/2024 20:15,14/02/2024 20:09,jah43,14/02/2024 20:15
a33fa1ca-a3a6-4a14-b165-4ebb78a60783,Female,Married,Jigawa,Dry_Season,---,1.0,I_am_an_indigene,Household_head,Jah832912,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahJ7Y2OE38,14/02/2024 20:15,14/02/2024 20:05,jah83,14/02/2024 20:16
f81632bc-456a-478a-a099-783b1887b94b,Female,Married,Kano,---,---,---,I_am_an_indigene,Spouse_to_household_head,KurBHWY55,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,KurFK1TPQ06,14/02/2024 16:26,14/02/2024 16:21,kur03,14/02/2024 20:16
f430496e-e874-407a-ae33-4d8d94980321,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,RinDB5Y13,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,RinTFMK1V25,14/02/2024 20:17,14/02/2024 20:13,rin19,14/02/2024 20:17
97155201-b03b-4174-bb74-c032eb0dffc3,Female,Married,Kano,---,---,---,I_am_an_indigene,Spouse_to_household_head,KurBHWY55,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,KurZWY3O650,14/02/2024 16:32,14/02/2024 16:26,kur03,14/02/2024 20:18
217dc369-1d66-486c-9c59-0d2f0039b200,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah9U8843,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahMQF62T33,14/02/2024 20:20,14/02/2024 20:14,jah68,14/02/2024 20:20
8d1bae45-d92c-414e-826f-fb4557941b60,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,RinDB5Y13,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,RinJ208KM36,14/02/2024 20:20,14/02/2024 20:17,rin19,14/02/2024 20:20
9a558d8e-1874-4a18-8d94-355cf771c88b,Female,Single,Jigawa,Wet_Season,2.0,---,I_am_an_indigene,Spouse_to_household_head,JahYPGW51,WOFAN,Not Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahRVEUKW13,14/02/2024 20:20,14/02/2024 20:15,jah43,14/02/2024 20:20
48ff124c-9bc5-4ecc-8bbc-071138bf48c1,Female,Single,Kano,Wet_Season,1.0,---,I_am_an_indigene,Child_to_head_of_household,KurZP7E17,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,KurYXVNGS39,14/02/2024 20:21,14/02/2024 20:09,kur01,14/02/2024 20:21
e6e8d8eb-15dd-48ff-844d-1d939a6f4bb2,Female,Married,Jigawa,Both_Seasons,2.0,2.0,I_am_an_indigene,Household_head,RinSB2M02,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,RinB8ER1E03,14/02/2024 20:22,14/02/2024 20:13,rin19,14/02/2024 20:22
8d6396f4-c040-4337-8807-8af8b3571455,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Rin8MY231,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,Rin3SC3SJ20,14/02/2024 20:22,14/02/2024 20:18,rin18,14/02/2024 20:22
073080da-98f0-4899-9274-0b8a62e9c89e,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,RinDB5Y13,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Rin9DIAVH51,14/02/2024 20:23,14/02/2024 20:20,rin19,14/02/2024 20:23
b975a327-2541-4889-8af8-f3f15c78003c,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah9U8843,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah1J1ZIK18,14/02/2024 20:23,14/02/2024 20:20,jah68,14/02/2024 20:23
b8325c68-9711-4186-91d5-c57d81a8e9d8,Female,Single,Jigawa,Wet_Season,2.0,---,I_am_an_indigene,Spouse_to_household_head,JahYPGW51,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahTSI66O58,14/02/2024 20:24,14/02/2024 20:21,jah43,14/02/2024 20:24
6bacc6b8-9368-41f9-b2f7-5d0d00dc750f,Female,Single,Jigawa,---,---,---,I_am_an_indigene,Other_member_of_household,Jah24JJ34,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahSXTIQN33,14/02/2024 16:18,14/02/2024 16:14,jah81,14/02/2024 20:26
279bc2a6-fd8d-4fc1-9f52-b61daaabcce7,Female,Single,Jigawa,---,---,---,I_am_an_indigene,Other_member_of_household,Jah24JJ34,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahXF43P315,14/02/2024 16:22,14/02/2024 16:18,jah81,14/02/2024 20:26
338df043-39ee-40fb-874f-353e0a2ab791,Female,Single,Jigawa,---,---,---,I_am_an_indigene,Child_to_head_of_household,Jah24JJ34,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahTJ2AA359,14/02/2024 16:26,14/02/2024 16:22,jah81,14/02/2024 20:26
a0b94920-2201-44cb-9a93-daeff3c8fa2e,Female,Married,Jigawa,Wet_Season,2.0,---,I_am_an_indigene,Spouse_to_household_head,JahYPGW51,WOFAN,Not Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahPQNYRP45,14/02/2024 20:27,14/02/2024 20:24,jah43,14/02/2024 20:27
d9e0fa69-b375-41bb-a248-b9ef17847267,Female,Married,Kano,---,---,---,I_am_an_indigene,Spouse_to_household_head,KurBHWY55,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Kur2LGNP631,14/02/2024 16:37,14/02/2024 16:33,kur03,14/02/2024 20:27
17b0fbb1-bc7d-4c8d-aa0c-e41cd6539a6a,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah9U8843,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahTLECLE55,14/02/2024 20:28,14/02/2024 20:23,jah68,14/02/2024 20:28
079a06e1-6f22-444e-8556-4b0eaa91b3f7,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,RinDB5Y13,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,RinXK54W120,14/02/2024 20:28,14/02/2024 20:23,rin19,14/02/2024 20:28
309ee850-4290-4742-af82-5fb1d854f08a,Female,Married,Jigawa,Dry_Season,---,1.0,I_am_an_indigene,Household_head,Jah832912,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahID2IAC48,14/02/2024 20:28,14/02/2024 20:21,jah83,14/02/2024 20:28
e5e5a86f-63d6-4a3c-a961-9d1660904803,Female,Married,Jigawa,Both_Seasons,2.0,2.0,I_am_an_indigene,Household_head,RinSB2M02,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,RinLLKQR930,14/02/2024 20:29,14/02/2024 20:22,rin19,14/02/2024 20:29
9d502ce3-dbb0-4d28-8d01-d35717f98a0d,Female,Single,Jigawa,Wet_Season,2.0,---,I_am_an_indigene,Spouse_to_household_head,JahYPGW51,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah6F68GI14,14/02/2024 20:29,14/02/2024 20:27,jah43,14/02/2024 20:29
4fe6bb51-aba5-41e2-a35a-b669fc92a72c,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Other_member_of_household,Jah24JJ34,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahVNV0FC07,14/02/2024 16:30,14/02/2024 16:26,jah81,14/02/2024 20:30
4abedd16-2fcf-44f5-902a-fabe5e70fc73,Female,Single,Jigawa,---,---,---,I_am_an_indigene,Other_member_of_household,Jah24JJ34,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahQBMF7D58,14/02/2024 16:49,14/02/2024 16:44,jah81,14/02/2024 20:30
bf65b549-c99b-4054-a790-9b4be5b14575,Female,Separated,Jigawa,---,---,---,I_am_an_indigene,Other_member_of_household,Jah24JJ34,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahAIS41L12,14/02/2024 16:58,14/02/2024 16:53,jah81,14/02/2024 20:30
4a2ba866-1f66-45ed-b7a9-7069dec72573,Female,Single,Jigawa,---,---,---,I_am_an_indigene,Other_member_of_household,Jah24JJ34,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahOPBYCB42,14/02/2024 17:08,14/02/2024 17:01,jah81,14/02/2024 20:30
a142856c-5be4-4eff-be5f-c3ad50f3a506,Female,Single,Jigawa,---,---,---,I_am_an_indigene,Other_member_of_household,Jah24JJ34,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah32XNXZ37,14/02/2024 17:16,14/02/2024 17:09,jah81,14/02/2024 20:30
280903e1-6db8-404e-8e3b-910f9c4765d0,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Other_member_of_household,Jah24JJ34,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah9ICFOH21,14/02/2024 17:38,14/02/2024 17:31,jah81,14/02/2024 20:30
ff0204e3-63bc-45c2-89b2-2965cb63b0b1,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Relative_to_household_head_or_spouse,Jah24JJ34,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahIOGDWX34,14/02/2024 17:40,14/02/2024 17:29,jah81,14/02/2024 20:30
3209f29d-184d-455e-8061-d3934bf15d34,Female,Divorced,Jigawa,---,---,---,I_am_an_indigene,Other_member_of_household,Jah24JJ34,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahT04HXV22,14/02/2024 17:42,14/02/2024 17:16,jah81,14/02/2024 20:30
6ff5955b-532f-475f-b025-c4962e7ec4dd,Female,Divorced,Jigawa,---,---,---,I_am_an_indigene,Other_member_of_household,Jah24JJ34,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah3MXWCL33,14/02/2024 19:35,14/02/2024 19:04,jah81,14/02/2024 20:30
3ea8547a-fbac-4de9-8838-7eae3378eb51,Female,Divorced,Jigawa,---,---,---,I_am_an_indigene,Other_member_of_household,Jah24JJ34,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahATI4LG14,14/02/2024 19:39,14/02/2024 19:01,jah81,14/02/2024 20:30
17defd59-c3ae-4088-9d1b-f01cb25652b1,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Other_member_of_household,Jah24JJ34,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahKDFCZW21,14/02/2024 19:40,14/02/2024 18:59,jah81,14/02/2024 20:30
7f07f761-ac73-4dc4-a640-e544b0e71d2e,Female,Single,Jigawa,---,---,---,I_am_an_indigene,Child_to_head_of_household,Jah24JJ34,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah06YYFA16,14/02/2024 19:42,14/02/2024 18:57,jah81,14/02/2024 20:30
20311443-b28e-4d6b-b5b2-cd31cb96db24,Female,Divorced,Jigawa,---,---,---,I_am_an_indigene,Child_to_head_of_household,Jah24JJ34,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahS4SDK714,14/02/2024 19:45,14/02/2024 18:55,jah81,14/02/2024 20:30
ef0d202e-bdd2-4683-bbd0-7a7fe9b9286f,Female,Single,Jigawa,---,---,---,I_am_an_indigene,Other_member_of_household,Jah24JJ34,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahI32LWR53,14/02/2024 19:47,14/02/2024 18:50,jah81,14/02/2024 20:31
13518267-c141-40cf-8206-9e14c958dc09,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Other_member_of_household,Jah24JJ34,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah0D6H2113,14/02/2024 19:50,14/02/2024 18:46,jah81,14/02/2024 20:31
93d9f835-e232-4910-ba19-c7609d1dd166,Female,Single,Jigawa,---,---,---,I_am_an_indigene,Other_member_of_household,Jah24JJ34,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahMU1BVP24,14/02/2024 19:53,14/02/2024 18:41,jah81,14/02/2024 20:31
0208d32f-6985-4da3-a70d-3a80e6e09541,Female,Single,Jigawa,---,---,---,I_am_an_indigene,Other_member_of_household,Jah24JJ34,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahFVS4C936,14/02/2024 19:54,14/02/2024 18:38,jah81,14/02/2024 20:31
2349ae2f-edd8-4808-9c60-695aa6b52217,Female,Divorced,Jigawa,---,---,---,I_am_an_indigene,Other_member_of_household,Jah24JJ34,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahRUZJ5815,14/02/2024 19:57,14/02/2024 18:32,jah81,14/02/2024 20:31
f5e7138f-d246-4be1-a91e-b76367fc216f,Female,Single,Jigawa,---,---,---,I_am_an_indigene,Other_member_of_household,Jah24JJ34,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah53DP0A37,14/02/2024 20:01,14/02/2024 18:29,jah81,14/02/2024 20:31
823b12d1-4a65-4771-9aa0-eeac8fec53b5,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Relative_to_household_head_or_spouse,Jah24JJ34,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahQSJDNF01,14/02/2024 20:05,14/02/2024 18:26,jah81,14/02/2024 20:31
aa283ca0-10db-473c-a888-ba623a6276b1,Female,Single,Jigawa,---,---,---,I_am_an_indigene,Child_to_head_of_household,Jah24JJ34,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahVHJ4RF50,14/02/2024 20:08,14/02/2024 18:23,jah81,14/02/2024 20:31
d3c31fa7-daea-4bff-a33a-5db1cc935cd7,Female,Divorced,Jigawa,---,---,---,I_am_an_indigene,Other_member_of_household,Jah24JJ34,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahDN1J6W30,14/02/2024 20:11,14/02/2024 18:04,jah81,14/02/2024 20:31
33fda147-3476-4966-b0f7-7b88aa69b8a8,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,RinDB5Y13,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,RinJRVKEP54,14/02/2024 20:31,14/02/2024 20:28,rin19,14/02/2024 20:31
f6300aaf-c2de-4409-ad41-84a64af04528,Female,Single,Jigawa,---,---,---,I_am_an_indigene,Other_member_of_household,Jah24JJ34,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahQKNNCP19,14/02/2024 20:14,14/02/2024 18:02,jah81,14/02/2024 20:31
0199ede1-5c82-44a2-869a-188071da81af,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Other_member_of_household,Jah24JJ34,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahOIHIJV04,14/02/2024 20:18,14/02/2024 17:53,jah81,14/02/2024 20:31
433bb40a-a9b1-4b81-9226-8b1fe5d66b17,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Child_to_head_of_household,Jah24JJ34,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahML1IU314,14/02/2024 20:21,14/02/2024 17:50,jah81,14/02/2024 20:31
b29f48cb-15a0-43b2-b5b9-478bb82208b5,Female,Single,Jigawa,---,---,---,I_am_an_indigene,Other_member_of_household,Jah24JJ34,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah5AIPYI40,14/02/2024 20:23,14/02/2024 17:47,jah81,14/02/2024 20:31
6624a2b3-3a2d-4093-b3e6-44c196860c12,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Other_member_of_household,Jah24JJ34,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah3PW6U934,14/02/2024 20:25,14/02/2024 17:43,jah81,14/02/2024 20:31
e18d06cf-b444-46bc-9c56-6adfbd23be3e,Female,Married,Jigawa,Wet_Season,2.0,---,I_am_an_indigene,Household_head,JahYPGW51,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,JahU0RBMM04,14/02/2024 20:32,14/02/2024 20:29,jah43,14/02/2024 20:32
35e1ca54-0ca3-4a0f-837e-7e4ee7e20659,Female,Married,Kano,---,---,---,I_am_an_indigene,Spouse_to_household_head,KurBHWY55,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,KurB1LR0S20,14/02/2024 16:42,14/02/2024 16:37,kur03,14/02/2024 20:32
c8167e24-3eb0-417b-8ea1-97605b0a8667,Female,Married,Kano,---,---,---,I_am_an_indigene,Spouse_to_household_head,KurBHWY55,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,KurEWCM2C48,14/02/2024 16:49,14/02/2024 16:42,kur03,14/02/2024 20:32
254dbe1e-ff99-4f90-a1cb-85a15ceb180e,Female,Single,Kano,---,---,---,I_am_an_indigene,Child_to_head_of_household,KurBHWY55,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,KurAUJWF850,14/02/2024 16:52,14/02/2024 16:49,kur03,14/02/2024 20:33
f9c99211-9d28-4f9c-b66d-893536c07042,Female,Married,Kano,---,---,---,I_am_an_indigene,Spouse_to_household_head,KurBHWY55,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,KurMPHF6K55,14/02/2024 16:56,14/02/2024 16:52,kur03,14/02/2024 20:33
bc1e9c5a-7b53-4e86-bc82-d6901e507ca3,Female,Married,Kano,---,---,---,I_am_an_indigene,Household_head,BebQ1LD17,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,BebNHNEQI29,14/02/2024 11:11,14/02/2024 11:06,tun01,14/02/2024 20:33
5c121de6-8ae7-4707-bc9b-3c153983c1ce,Female,Married,Kano,---,---,---,I_am_an_indigene,Spouse_to_household_head,KurBHWY55,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,KurKJZKI559,14/02/2024 17:03,14/02/2024 16:57,kur03,14/02/2024 20:33
a9109582-637b-41eb-8789-f122b8bf93a4,Female,Married,Kano,---,---,---,I_am_an_indigene,Household_head,BebQ1LD17,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,BebJIASFZ38,14/02/2024 11:16,14/02/2024 11:11,tun01,14/02/2024 20:33
db35433d-9ad2-4708-bf18-74286c3b6e44,Female,Married,Kano,---,---,---,I_am_an_indigene,Household_head,BebQ1LD17,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,Beb4MQ5AX28,14/02/2024 11:23,14/02/2024 11:16,tun01,14/02/2024 20:34
9a321f97-9be8-4008-adc8-62d4ff0767b2,Female,Single,Kano,---,---,---,I_am_an_indigene,Other_member_of_household,BebQ1LD17,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,BebN4ZX3L22,14/02/2024 11:27,14/02/2024 11:23,tun01,14/02/2024 20:34
f9a42e8b-7f2d-4aa9-9e87-7f42a5280595,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,RinDB5Y13,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,RinQ7E45646,14/02/2024 20:34,14/02/2024 20:31,rin19,14/02/2024 20:34
f1bb03be-b992-4f2c-8431-f2b947b19e0f,Female,Married,Kano,---,---,---,I_am_an_indigene,Household_head,BebQ1LD17,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,BebPEIGNM55,14/02/2024 11:31,14/02/2024 11:27,tun01,14/02/2024 20:34
16688e21-dcb9-4583-8d2d-4f2ae783f8d2,Female,Married,Kano,---,---,---,I_am_an_indigene,Household_head,BebQ1LD17,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,BebHTSN9U21,14/02/2024 11:36,14/02/2024 11:32,tun01,14/02/2024 20:35
04087b0b-8a64-485f-8b68-dccd180e0fcc,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah9U8843,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah3X24G136,14/02/2024 20:35,14/02/2024 20:31,jah68,14/02/2024 20:35
e3b7265f-bb4a-41c7-a5dc-a0346b8cfa89,Female,Married,Kano,---,---,---,I_am_an_indigene,Household_head,BebQ1LD17,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,BebZD8JAV39,14/02/2024 11:40,14/02/2024 11:36,tun01,14/02/2024 20:35
d88c4994-75e5-4941-88ac-e86fcfa6490a,Female,Married,Kano,---,---,---,I_am_an_indigene,Household_head,BebQ1LD17,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,BebFGVYQY15,14/02/2024 11:45,14/02/2024 11:40,tun01,14/02/2024 20:35
0fb46651-f0b4-4dc3-9e24-9422cd283d53,Female,Married,Kano,---,---,---,I_am_an_indigene,Other_member_of_household,BebQ1LD17,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,Beb7M2LMU51,14/02/2024 11:50,14/02/2024 11:45,tun01,14/02/2024 20:36
9dad0a7c-c132-4e29-85c7-667fafd34546,Female,Married,Kano,---,---,---,I_am_an_indigene,Household_head,BebQ1LD17,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,BebAZTUGZ00,14/02/2024 11:55,14/02/2024 11:50,tun01,14/02/2024 20:36
ef0b1437-1034-407f-9a0e-b5142cc51ae1,Female,Married,Kano,---,---,---,I_am_an_indigene,Other_member_of_household,BebQ1LD17,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,BebV62ETQ11,14/02/2024 12:01,14/02/2024 11:55,tun01,14/02/2024 20:36
d3344ccc-9c3b-441e-a2ec-0761500bfae2,Female,Married,Kano,---,---,---,I_am_an_indigene,Household_head,BebQ1LD17,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,BebBNVSLC34,14/02/2024 12:07,14/02/2024 12:01,tun01,14/02/2024 20:37
76ff5423-6072-4826-8a91-25b4e93587f6,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,RinDB5Y13,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,RinSTMGMS57,14/02/2024 20:37,14/02/2024 20:34,rin19,14/02/2024 20:37
720fa4cc-4682-41f3-be0b-f5fbdd211d68,Female,Married,Kano,---,---,---,I_am_an_indigene,Household_head,BebQ1LD17,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,BebLGOGI324,14/02/2024 12:11,14/02/2024 12:08,tun01,14/02/2024 20:38
6bd15dd1-d50d-44f5-9d4e-0c24188d9548,Female,Married,Jigawa,Both_Seasons,2.0,2.0,I_am_an_indigene,Household_head,RinSB2M02,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,RinWMY4N849,14/02/2024 20:39,14/02/2024 20:29,rin19,14/02/2024 20:40
33f5d4c4-304c-4fa9-8a4b-ea691fbbdc0e,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,RinDB5Y13,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,RinC1V0F431,14/02/2024 20:40,14/02/2024 20:37,rin19,14/02/2024 20:40
3fcd6f52-7ed2-412a-9b45-61fbbed9ec25,Female,Married,Kano,---,---,---,I_am_an_indigene,Household_head,BebQ1LD17,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,Beb24CL9M02,14/02/2024 12:15,14/02/2024 12:11,tun01,14/02/2024 20:41
762b3448-8b84-4246-947c-7ea275b37e67,Female,Married,Kano,---,---,---,I_am_an_indigene,Household_head,BebQ1LD17,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,BebUI85ZI12,14/02/2024 12:20,14/02/2024 12:15,tun01,14/02/2024 20:41
d2362fae-fde5-4424-8653-3aa99e773cb5,Female,Married,Jigawa,---,---,---,I_am_an_indigene,Spouse_to_household_head,Jah9U8843,WOFAN,Ultra-Poor,Youth,Female Youth,Non-IDP,Persons with disability,Jah2ZESQN36,14/02/2024 20:41,14/02/2024 20:38,jah68,14/02/2024 20:41
dfbfdb62-9669-44d1-aa20-829e0ea7ff84,Female,Married,Kano,---,---,---,I_am_an_indigene,Household_head,BebQ1LD17,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,BebRRQ4XT29,14/02/2024 12:24,14/02/2024 12:20,tun01,14/02/2024 20:41
50dd0694-f4f8-4b70-bf35-2791dc7aed1f,Female,Married,Kano,---,---,---,I_am_an_indigene,Household_head,BebQ1LD17,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,BebGGS98C28,14/02/2024 12:27,14/02/2024 12:24,tun01,14/02/2024 20:41
4cbd2e11-f798-44eb-b647-734a0b678f04,Female,Married,Kano,---,---,---,I_am_an_indigene,Other_member_of_household,BebQ1LD17,WOFAN,Poor,Youth,Female Youth,Non-IDP,Persons with disability,BebM24EBM15,14/02/2024 12:31,14/02/2024 12:27,tun01,14/02/2024 20:42
