form/generatedCommPartnerUniqueid,validation,State-IP
P-SabB34NGM00,Keep,Kaduna-WOFAN
P-SabW3Y41N35,Keep,Kaduna-WOFAN
P-SabRDNSC543,Keep,Kaduna-WOFAN
P-TauJFXJUI50,Keep,Jigawa-WOFAN
P-ZarGSRNDX40,Keep,Kaduna-WOFAN
P-Sab79QU3448,Keep,Kaduna-WOFAN
P-Sab6YYNBO43,Keep,Kaduna-WOFAN
P-BujU5D4SQ56,Keep,Jigawa-WOFAN
P-HadNL7O7M55,Keep,Jigawa-WOFAN
P-ZarCKJDZD01,Keep,Kaduna-WOFAN
P-SabJORU6E30,Keep,Kaduna-WOFAN
P-SabZ0HT6R09,Keep,Kaduna-WOFAN
P-ZarRKDX6A03,Keep,Kaduna-WOFAN
P-SabOQ3W8M18,Keep,Kaduna-WOFAN
P-MigM9C44V13,Keep,Jigawa-WOFAN
P-SabF6WSYZ51,Keep,Kaduna-WOFAN
P-ZarNAFTS132,Keep,Kaduna-WOFAN
P-Sab3XXVQ611,Keep,Kaduna-WOFAN
P-SabF5IBE330,Keep,Kaduna-WOFAN
P-ZarYPCCYI31,Keep,Kaduna-WOFAN
P-SabYG55OA04,Keep,Kaduna-WOFAN
P-SabMN41X556,Keep,Kaduna-WOFAN
P-Sab9BP59V46,Keep,Kaduna-WOFAN
P-ZarFNXQ1603,Keep,Kaduna-WOFAN
P-Sab6AH23208,Keep,Kaduna-WOFAN
P-ZarKD2NBW38,Keep,Kaduna-WOFAN
P-Sab83WCHS19,Keep,Kaduna-WOFAN
P-SabPG3UCU03,Keep,Kaduna-WOFAN
P-SabREBHLE19,Keep,Kaduna-WOFAN
P-ZarJFMTYS11,Keep,Kaduna-WOFAN
P-SabYSHIM614,Keep,Kaduna-WOFAN
P-HadM4H4N007,Keep,Jigawa-WOFAN
P-Had3KESEV40,Keep,Jigawa-WOFAN
P-SabSLP75G24,Keep,Kaduna-WOFAN
P-ZarY42HM849,Keep,Kaduna-WOFAN
P-Sab8HU81W11,Keep,Kaduna-WOFAN
P-ZarFNUUIV57,Keep,Kaduna-WOFAN
P-KwaZNV1I110,Keep,Gombe-WOFAN
P-Sab17RRQ544,Keep,Kaduna-WOFAN
P-SabLW1MIX04,Keep,Kaduna-WOFAN
P-AbaAA1WWK25,Suspend,FCT-WOFAN
P-Tau6RY1R153,Keep,Jigawa-WOFAN
P-BujBHJ93Q47,Keep,Jigawa-WOFAN
P-Dut6ENWO313,Keep,Jigawa-WOFAN
P-KiyW6NTKE54,Keep,Jigawa-WOFAN
P-SabLMK7NR44,Keep,Kaduna-WOFAN
P-SabFW74U156,Keep,Kaduna-WOFAN
P-Sab1NVZ2T50,Keep,Kaduna-WOFAN
P-Sab7FQJB911,Keep,Kaduna-WOFAN
P-GarVEHAQ346,Keep,Kano-WOFAN
P-GarMFQOAI57,Keep,Kano-WOFAN
P-TauPSGI2G59,Keep,Jigawa-WOFAN
P-SabK4V51E30,Keep,Kaduna-WOFAN
P-GarXZTFM550,Keep,Kano-WOFAN
P-AbaI8P62Q21,Suspend,FCT-WOFAN
P-Mig6U6XMH05,Keep,Jigawa-WOFAN
P-Gar6KVD4J13,Keep,Kano-WOFAN
P-Sho3VOROU17,Keep,Gombe-WOFAN
P-GarU1NMX215,Keep,Kano-WOFAN
P-SabWA7Q5F08,Keep,Kaduna-WOFAN
P-GarZ58BA153,Keep,Kano-WOFAN
P-GarNFXXW330,Keep,Kano-WOFAN
P-SabYXPAJV04,Keep,Kaduna-WOFAN
P-SabIRGK1904,Keep,Kaduna-WOFAN
P-Sab85QAY725,Keep,Kaduna-WOFAN
P-ZarW0AMXP46,Keep,Kaduna-WOFAN
P-AuyBRJ4L428,Keep,Jigawa-WOFAN
P-SabE2Q3PO03,Keep,Kaduna-WOFAN
P-ZarMYLJWC38,Keep,Kaduna-WOFAN
P-GanHN7DHV17,Keep,Bauchi-WOFAN
P-Gwa2CAOAS50,Suspend,Jigawa-WOFAN
P-Gar5Z9OE047,Keep,Kano-WOFAN
P-GarJLFT6W12,Keep,Kano-WOFAN
P-Gar2MHO1R04,Keep,Kano-WOFAN
P-Gar4AOR3039,Keep,Kano-WOFAN
P-JahH8SWK703,Keep,Jigawa-WOFAN
P-Gar72UFI027,Keep,Kano-WOFAN
P-AkkS3KYEV14,Keep,Gombe-WOFAN
P-Gar4WDR2T04,Keep,Kano-WOFAN
P-GarHFPPFW42,Keep,Kano-WOFAN
P-GarDHFJ9117,Keep,Kano-WOFAN
P-Gar2LX4FW39,Keep,Kano-WOFAN
P-GarF10IGE00,Keep,Kano-WOFAN
P-GwaWSF5MJ58,Suspend,FCT-WOFAN
P-GarCKKAJR46,Keep,Kano-WOFAN
P-GarNBNAV301,Keep,Kano-WOFAN
P-GarSDR0VK10,Keep,Kano-WOFAN
P-BauZN2RK406,Keep,Bauchi-WOFAN
P-Gar1984TL18,Keep,Kano-WOFAN
P-AkkCWHXLC33,Keep,Gombe-WOFAN
P-GarNP1NT143,Keep,Kano-WOFAN
P-GarOGBPR652,Keep,Kano-WOFAN
P-GarQVWM7601,Keep,Kano-WOFAN
P-GarL97X0715,Keep,Kano-WOFAN
P-GarMUQTJI31,Keep,Kano-WOFAN
P-GarZDL9I054,Keep,Kano-WOFAN
P-GarL0S9XN30,Keep,Kano-WOFAN
P-GarJNMF6E18,Keep,Kano-WOFAN
P-Gar221VQT05,Keep,Kano-WOFAN
P-Gar3E4Q2W13,Keep,Kano-WOFAN
P-GarZOVU7K04,Keep,Kano-WOFAN
P-GarTTB7KK31,Keep,Kano-WOFAN
P-Kwa36ZCHQ27,Keep,Gombe-WOFAN
P-AbaQSSPB558,Suspend,FCT-WOFAN
P-KwaX5I49B30,Keep,Gombe-WOFAN
P-JahM0RXBO06,Suspend,Jigawa-WOFAN
P-KiyV7NO5021,Suspend,Jigawa-WOFAN
P-Jah6BIABA02,Suspend,Jigawa-WOFAN
P-Kau4YQUYF52,Keep,Jigawa-WOFAN
P-JahJSCWQC16,Suspend,Jigawa-WOFAN
P-KauXJX6OO32,Keep,Jigawa-WOFAN
P-JahUT1TDL16,Suspend,Jigawa-WOFAN
P-KauD8TN4413,Keep,Jigawa-WOFAN
P-Had4NHQTH28,Keep,Jigawa-WOFAN
P-JahEEZY0843,Suspend,Jigawa-WOFAN
P-Jah2KIYMJ38,Suspend,Jigawa-WOFAN
P-TauP3MQI038,Keep,Jigawa-WOFAN
P-BujRSDPSH14,Suspend,Jigawa-WOFAN
P-DutFZR6NW34,Keep,Jigawa-WOFAN
P-GarUL0T6646,Keep,Kano-WOFAN
P-MigRM5XWQ15,Keep,Jigawa-WOFAN
P-AbaHXRUX123,Suspend,FCT-WOFAN
P-NinD667U409,Keep,Bauchi-WOFAN
P-NinY50JMW18,Keep,Bauchi-WOFAN
P-GanD4PF4720,Keep,Bauchi-WOFAN
P-NinEBPCI259,Keep,Bauchi-WOFAN
P-Nin4SBXO519,Keep,Bauchi-WOFAN
P-NinQHPPLP30,Keep,Bauchi-WOFAN
P-ShoOOKI1E00,Keep,Gombe-WOFAN
P-BujANRFWO51,Keep,Jigawa-WOFAN
P-Auy2BBTYE40,Keep,Jigawa-WOFAN
P-KwaI95N7F47,Keep,Gombe-WOFAN
P-Bil7TGF7Y20,Keep,Gombe-WOFAN
P-BilTX3IIW26,Keep,Gombe-WOFAN
P-BilTGD3XI43,Keep,Gombe-WOFAN
P-RimSO1J8J57,Keep,Kano-WOFAN
P-UngSUGHE343,Keep,Kano-WOFAN
P-BilJ2E9OP28,Keep,Gombe-WOFAN
P-UngBFZQO342,Keep,Kano-WOFAN
P-BilARW5JX18,Keep,Gombe-WOFAN
P-UngDF18BQ38,Keep,Kano-WOFAN
P-BilWGZ2FT56,Keep,Gombe-WOFAN
P-Ung5NL1Z036,Keep,Kano-WOFAN
P-BilG38YF748,Keep,Gombe-WOFAN
P-Ung0NLY9U18,Keep,Kano-WOFAN
P-Bil25QFH940,Keep,Gombe-WOFAN
P-Ung127FS651,Keep,Kano-WOFAN
P-UngLPSJ1851,Keep,Kano-WOFAN
P-BilJFKDGH40,Keep,Gombe-WOFAN
P-Rim5HJGGA03,Keep,Kano-WOFAN
P-BilOG4N4B01,Keep,Gombe-WOFAN
P-BilWI9Y4P24,Keep,Gombe-WOFAN
P-JahUWWZU651,Suspend,Jigawa-WOFAN
P-Bil11IYIL18,Keep,Gombe-WOFAN
P-TorUMRCNN17,Keep,Bauchi-WOFAN
P-BilQ8URN438,Keep,Gombe-WOFAN
P-Bil9FNM7S22,Keep,Gombe-WOFAN
P-Bil0K2W5B13,Keep,Gombe-WOFAN
P-BilOOC8X714,Keep,Gombe-WOFAN
P-BilF7E56W07,Keep,Gombe-WOFAN
P-BilFE6GVP30,Keep,Gombe-WOFAN
P-BilK8YZG533,Keep,Gombe-WOFAN
P-BilGK2RKQ08,Keep,Gombe-WOFAN
P-AbaK7K4FW47,Suspend,FCT-WOFAN
P-BilMXQ2LB13,Keep,Gombe-WOFAN
P-BilIMIG8933,Keep,Gombe-WOFAN
P-BilLX2JEH24,Keep,Gombe-WOFAN
P-RimSUWPKC56,Keep,Kano-WOFAN
P-BilOALQ1K17,Keep,Gombe-WOFAN
P-Kir5XGUNH06,Keep,Kano-WOFAN
P-GwaMYADJF11,Suspend,FCT-WOFAN
P-BilAKN1SD18,Keep,Gombe-WOFAN
P-BilNYRLB147,Keep,Gombe-WOFAN
P-BilBSU5SV05,Keep,Gombe-WOFAN
P-Bil5Q62PU38,Keep,Gombe-WOFAN
P-KirKKGAEV58,Keep,Kano-WOFAN
P-BilY7T7ZM52,Keep,Gombe-WOFAN
P-KirUUBIPE24,Keep,Kano-WOFAN
P-KirMZZAV725,Keep,Kano-WOFAN
P-BilL0C7VA28,Keep,Gombe-WOFAN
P-KirPE22W613,Keep,Kano-WOFAN
P-BilZQ5E5B11,Keep,Gombe-WOFAN
P-KirDE0XOB54,Keep,Kano-WOFAN
P-BilUMIS2S25,Keep,Gombe-WOFAN
P-KirK7O6HB52,Keep,Kano-WOFAN
P-BilATQ6IW51,Keep,Gombe-WOFAN
P-KirUG2WTP04,Keep,Kano-WOFAN
P-KirUTKIQ545,Keep,Kano-WOFAN
P-BilAQCJSZ31,Keep,Gombe-WOFAN
P-TauZ4SXGZ19,Keep,Jigawa-WOFAN
P-BilLIRA8347,Keep,Gombe-WOFAN
P-KirWWVYEW34,Keep,Kano-WOFAN
P-KirPH473V57,Keep,Kano-WOFAN
P-BilHIMNT512,Keep,Gombe-WOFAN
P-MadP3ZMPF05,Keep,Kano-WOFAN
P-KirJIF8KJ18,Keep,Kano-WOFAN
P-Bil2TMAFN07,Keep,Gombe-WOFAN
P-MadDBD7LP03,Keep,Kano-WOFAN
P-KirE3F29000,Keep,Kano-WOFAN
P-Bil17MWDY16,Keep,Gombe-WOFAN
P-Rin13JT9T31,Suspend,Jigawa-WOFAN
P-BilB3SCUE16,Keep,Gombe-WOFAN
P-Kir1WDVS433,Keep,Kano-WOFAN
P-Mad9G41H247,Keep,Kano-WOFAN
P-RinVZ1ZUS35,Suspend,Jigawa-WOFAN
P-KirKM359305,Keep,Kano-WOFAN
P-RinQIC8YC27,Suspend,Jigawa-WOFAN
P-BilA12SF615,Keep,Gombe-WOFAN
P-Mad3K09TF04,Keep,Kano-WOFAN
P-Kir4Q20CH20,Keep,Kano-WOFAN
P-RinLZM8MQ54,Suspend,Jigawa-WOFAN
P-Bil3DOG5140,Keep,Gombe-WOFAN
P-Mad29R0TS44,Keep,Kano-WOFAN
P-KirM209TU17,Keep,Kano-WOFAN
P-Rin9ZJZLQ20,Suspend,Jigawa-WOFAN
P-Bil8NS56U40,Keep,Gombe-WOFAN
P-RinJCD39M31,Suspend,Jigawa-WOFAN
P-Bil723C6K32,Keep,Gombe-WOFAN
P-RinK5P9JB18,Suspend,Jigawa-WOFAN
P-BilHL7O9V26,Keep,Gombe-WOFAN
P-BilFK9E0W24,Keep,Gombe-WOFAN
P-Bil58B4EV45,Keep,Gombe-WOFAN
P-KirSK05W553,Keep,Kano-WOFAN
P-HadOEJ7MF08,Keep,Jigawa-WOFAN
P-AuyPTUYK112,Keep,Jigawa-WOFAN
P-BilK33LBM50,Keep,Gombe-WOFAN
P-Kir1CDUEX29,Keep,Kano-WOFAN
P-KwaKC4ONI48,Keep,Gombe-WOFAN
P-KirQASG9O16,Keep,Kano-WOFAN
P-AkkG8FPUV14,Keep,Gombe-WOFAN
P-KirB7YBIX56,Keep,Kano-WOFAN
P-KirHJRDQ538,Keep,Kano-WOFAN
P-Bil5J8MTS39,Keep,Gombe-WOFAN
P-KirLM3VAV11,Keep,Kano-WOFAN
P-JahN0D7GQ38,Keep,Jigawa-WOFAN
P-KirOXBOF944,Keep,Kano-WOFAN
P-AbaC1ETEI58,Suspend,FCT-WOFAN
P-KirB5308107,Keep,Kano-WOFAN
P-KirY9MABU33,Keep,Kano-WOFAN
P-AbaJSR53E34,Suspend,FCT-WOFAN
P-RimIUK0L750,Keep,Kano-WOFAN
P-BilMWISL316,Keep,Gombe-WOFAN
P-BilFEBHVL39,Keep,Gombe-WOFAN
P-BilG0EUDT29,Keep,Gombe-WOFAN
P-Bil023GPI51,Keep,Gombe-WOFAN
P-BilJ83H7134,Keep,Gombe-WOFAN
P-BilQSSGYL13,Keep,Gombe-WOFAN
P-MunF9FSXV33,Suspend,FCT-WOFAN
P-Dut9DD2SS31,Keep,Jigawa-WOFAN
P-RimGED4N001,Keep,Kano-WOFAN
P-Mak46ON5829,Keep,Kaduna-WOFAN
P-RimOW3S9G54,Keep,Kano-WOFAN
P-ShoWBODZK57,Keep,Gombe-WOFAN
P-RimN5GQ0A06,Keep,Kano-WOFAN
P-RimILR23A37,Keep,Kano-WOFAN
P-RimL1Z63354,Keep,Kano-WOFAN
P-Rim4UP5X719,Keep,Kano-WOFAN
P-Rim7QYIXR13,Keep,Kano-WOFAN
P-RimDQ6V9Y20,Keep,Kano-WOFAN
P-RimOD0FRW12,Keep,Kano-WOFAN
P-RimTTKC3535,Keep,Kano-WOFAN
P-Rim9UNIMD36,Keep,Kano-WOFAN
P-Auy1ICMI831,Keep,Jigawa-WOFAN
P-Rim9S2HXV54,Keep,Kano-WOFAN
P-AkkRVHE3L26,Keep,Gombe-WOFAN
P-Rim6UKUMX41,Keep,Kano-WOFAN
P-Bau6RXVBX22,Keep,Bauchi-WOFAN
P-RimKYDNI301,Keep,Kano-WOFAN
P-Bau7GSRCX55,Keep,Bauchi-WOFAN
P-RimQBLN2D15,Keep,Kano-WOFAN
P-BauTH6MDS09,Keep,Bauchi-WOFAN
P-KafJNDVVI07,Keep,Jigawa-WOFAN
P-KwaCOGY6304,Keep,Gombe-WOFAN
P-RimLPWHYW36,Keep,Kano-WOFAN
P-MigAMASR418,Keep,Jigawa-WOFAN
P-TauWD01ZS36,Keep,Jigawa-WOFAN
P-RimHPQQA852,Keep,Kano-WOFAN
P-RimL4BMB535,Keep,Kano-WOFAN
P-KafHBMYM308,Keep,Jigawa-WOFAN
P-Akk58BEZ941,Keep,Gombe-WOFAN
P-Rim4AVWUD03,Keep,Kano-WOFAN
P-KafPTOUOO44,Keep,Jigawa-WOFAN
P-Rim1KKSOP52,Keep,Kano-WOFAN
P-KafLPKWXH03,Keep,Jigawa-WOFAN
P-RimH77T7R19,Keep,Kano-WOFAN
P-Rim3LF9M537,Keep,Kano-WOFAN
P-Kaf9TRHKQ37,Suspend,Jigawa-WOFAN
P-RimFQYBYS42,Keep,Kano-WOFAN
P-DawT7P6WT51,Keep,Kano-WOFAN
P-RimX65NGK15,Keep,Kano-WOFAN
P-KafRHG0XP07,Suspend,Jigawa-WOFAN
P-RimR4Y8VO00,Keep,Kano-WOFAN
P-Kaf8OFH5D30,Suspend,Jigawa-WOFAN
P-DawJWE5UC55,Keep,Kano-WOFAN
P-KafFX5X0459,Suspend,Jigawa-WOFAN
P-DawT6SW1339,Keep,Kano-WOFAN
P-Daw6JIDC526,Keep,Kano-WOFAN
P-KafF17XQ423,Suspend,Jigawa-WOFAN
P-RinFHGT5U19,Keep,Jigawa-WOFAN
P-KafQ022Z530,Suspend,Jigawa-WOFAN
P-Kaf322H8902,Suspend,Jigawa-WOFAN
P-KafJ4O9IJ05,Suspend,Jigawa-WOFAN
P-KafMOSTJS50,Suspend,Jigawa-WOFAN
P-Kaf8QJ28Z06,Suspend,Jigawa-WOFAN
P-KafPMMI4T00,Suspend,Jigawa-WOFAN
P-KafCGHXWK34,Suspend,Jigawa-WOFAN
P-BujVNHAN212,Keep,Jigawa-WOFAN
P-BujN1EYS903,Keep,Jigawa-WOFAN
P-Kaf269G8535,Suspend,Jigawa-WOFAN
P-BilD8D7WV19,Keep,Gombe-WOFAN
P-RinFVF3HN17,Suspend,Jigawa-WOFAN
P-DutD9EZ4044,Keep,Jigawa-WOFAN
P-KwaJO1V8M07,Keep,Gombe-WOFAN
P-Rin311NQI20,Suspend,Jigawa-WOFAN
P-RimRCU6AR49,Keep,Kano-WOFAN
P-Bau1T0D2S06,Keep,Bauchi-WOFAN
P-Bau0YRMLF14,Keep,Bauchi-WOFAN
P-RinTK0XI133,Suspend,Jigawa-WOFAN
P-AuyMW1X6A49,Keep,Jigawa-WOFAN
P-RinXGT33447,Suspend,Jigawa-WOFAN
P-Rin4BHD6M03,Suspend,Jigawa-WOFAN
P-BauYTVFKF20,Keep,Bauchi-WOFAN
P-AuyNO21DQ45,Keep,Jigawa-WOFAN
P-AbaKHBADO59,Suspend,FCT-WOFAN
P-HadJ662O803,Keep,Jigawa-WOFAN
P-HadCM7CZD41,Keep,Jigawa-WOFAN
P-GwaVSB30817,Suspend,Jigawa-WOFAN
P-HadHAJGJM31,Keep,Jigawa-WOFAN
P-GwaJXFRHU39,Suspend,Jigawa-WOFAN
P-Had378VPV18,Keep,Jigawa-WOFAN
P-HadYSDYPZ36,Keep,Jigawa-WOFAN
P-HadHWIUW700,Keep,Jigawa-WOFAN
P-HadLMINYR21,Keep,Jigawa-WOFAN
P-HadLSD4KO23,Keep,Jigawa-WOFAN
P-Aba2A9Q3K01,Suspend,FCT-WOFAN
P-YamV91JBX01,Keep,Gombe-WOFAN
P-HadJAZ0B700,Keep,Jigawa-WOFAN
P-MigIUV9V417,Keep,Jigawa-WOFAN
P-HadGTQZ4Y42,Keep,Jigawa-WOFAN
P-YamGSX4MO48,Keep,Gombe-WOFAN
P-HadO4EXW617,Keep,Jigawa-WOFAN
P-YamHAQESH16,Keep,Gombe-WOFAN
P-HadSK5GMQ17,Keep,Jigawa-WOFAN
P-DutUZ4Y4Q09,Keep,Jigawa-WOFAN
P-BujI44IQS02,Keep,Jigawa-WOFAN
P-Yam1LN89O22,Keep,Gombe-WOFAN
P-Had346JEH22,Keep,Jigawa-WOFAN
P-HadXIEAZD50,Keep,Jigawa-WOFAN
P-Had6XN76N01,Keep,Jigawa-WOFAN
P-HadNOZI3M57,Keep,Jigawa-WOFAN
P-GwaERAAP932,Keep,Jigawa-WOFAN
P-KwaOV01G046,Keep,Gombe-WOFAN
P-HadVBKKCC39,Keep,Jigawa-WOFAN
P-TorE64RQN38,Keep,Bauchi-WOFAN
P-Had5EWLOI01,Keep,Jigawa-WOFAN
P-Gwa18UBPT47,Keep,Jigawa-WOFAN
P-HadWJO8W535,Keep,Jigawa-WOFAN
P-AbaB3B5F917,Suspend,FCT-WOFAN
P-GwaSBQWMM33,Keep,Jigawa-WOFAN
P-Akk95S1RA51,Keep,Gombe-WOFAN
P-GwaX1SKQM05,Keep,Jigawa-WOFAN
P-GwaPEFAYC13,Keep,Jigawa-WOFAN
P-Mak55VL6M37,Keep,Kaduna-WOFAN
P-Tau2XKSWB21,Keep,Jigawa-WOFAN
P-GwaJWROY221,Keep,Jigawa-WOFAN
P-ShoH21GE809,Keep,Gombe-WOFAN
P-Gwa28938603,Keep,Jigawa-WOFAN
P-Gwa4BKBZ040,Keep,Jigawa-WOFAN
P-GwaBRL26Q37,Keep,Jigawa-WOFAN
P-Gwa9DYTN841,Keep,Jigawa-WOFAN
P-GwaGPEOHR13,Keep,Jigawa-WOFAN
P-MunGE89R651,Suspend,FCT-WOFAN
P-Dut94QALK52,Keep,Jigawa-WOFAN
P-GwaKXXHB203,Keep,Jigawa-WOFAN
P-GwaU2YBV702,Keep,Jigawa-WOFAN
P-GwaEZJARX47,Keep,Jigawa-WOFAN
P-GwaYS7M5G07,Keep,Jigawa-WOFAN
P-GwaUK14VH33,Keep,Jigawa-WOFAN
P-JahK9IFRA02,Keep,Jigawa-WOFAN
P-GwaCCIJZY06,Keep,Jigawa-WOFAN
P-TauAZN4MB19,Keep,Jigawa-WOFAN
P-GwaE8UWCD21,Keep,Jigawa-WOFAN
P-GwaXGJQQM46,Keep,Jigawa-WOFAN
P-KauJ224FN22,Suspend,Jigawa-WOFAN
P-BilGRKZ8H50,Keep,Gombe-WOFAN
P-Gwa6A40SG57,Keep,Jigawa-WOFAN
P-GwaSRDFG959,Keep,Jigawa-WOFAN
P-Bau43EF9L08,Keep,Bauchi-WOFAN
P-GwaPYI3M506,Keep,Jigawa-WOFAN
P-Gwa9LRR0I17,Keep,Jigawa-WOFAN
P-Auy0CPBQT00,Keep,Jigawa-WOFAN
P-AuyBGSTUS25,Keep,Jigawa-WOFAN
P-RinEW8UK844,Keep,Jigawa-WOFAN
P-Auy8YCI1X35,Keep,Jigawa-WOFAN
P-RinL8IJP927,Keep,Jigawa-WOFAN
P-KwaDCU48900,Keep,Gombe-WOFAN
P-Rin6KVA0V46,Keep,Jigawa-WOFAN
P-Had5HAFG520,Keep,Jigawa-WOFAN
P-Rin7SNZNP22,Keep,Jigawa-WOFAN
P-Kum6YTE2031,Keep,Kano-WOFAN
P-Beb3RYAP531,Keep,Kano-WOFAN
P-Kum5J0IZ226,Keep,Kano-WOFAN
P-BebVYTQUR47,Keep,Kano-WOFAN
P-Beb6XQD7M53,Keep,Kano-WOFAN
P-Beb9BM38E14,Keep,Kano-WOFAN
P-BebYOIXVY47,Keep,Kano-WOFAN
P-Beb8NV4EQ03,Keep,Kano-WOFAN
P-BebMKGQ1L14,Keep,Kano-WOFAN
P-Beb0J9JCT19,Keep,Kano-WOFAN
P-BebQ53LN838,Keep,Kano-WOFAN
P-Beb1TKDH339,Keep,Kano-WOFAN
P-JahZ6N00221,Suspend,Jigawa-WOFAN
P-Beb71EUQG03,Keep,Kano-WOFAN
P-RimNFSKNG22,Keep,Kano-WOFAN
P-RinOTMATU26,Suspend,Jigawa-WOFAN
P-TauAILN6Q54,Keep,Jigawa-WOFAN
P-AbaNZG1IS02,Suspend,FCT-WOFAN
P-DutW8YAJ010,Keep,Jigawa-WOFAN
P-Buj1RSS5I17,Suspend,Jigawa-WOFAN
P-Mig718JA013,Keep,Jigawa-WOFAN
P-BebMP8Y2T45,Keep,Kano-WOFAN
P-AuyT1VTNI10,Keep,Jigawa-WOFAN
P-Sho0XH9RB19,Keep,Gombe-WOFAN
P-AkkJRWGKU15,Keep,Gombe-WOFAN
P-Bau6G8P4Y37,Suspend,Bauchi-WOFAN
P-YamS3LI4C23,Keep,Gombe-WOFAN
P-MakEPMH5325,Keep,Kaduna-WOFAN
P-AuyM2BDV110,Keep,Jigawa-WOFAN
P-Yam5H2O9M39,Keep,Gombe-WOFAN
P-Yam9LFEMW56,Keep,Gombe-WOFAN
P-YamNQ6UH250,Keep,Gombe-WOFAN
P-JahAU7G5I47,Keep,Jigawa-WOFAN
P-YamZF1ORM15,Keep,Gombe-WOFAN
P-JahAH59Y548,Keep,Jigawa-WOFAN
P-YamD8MN9203,Keep,Gombe-WOFAN
P-RinXPJPV437,Keep,Jigawa-WOFAN
P-Kwa4PWT7852,Keep,Gombe-WOFAN
P-RinH9VR2E42,Keep,Jigawa-WOFAN
P-Yam35K6TP55,Keep,Gombe-WOFAN
P-Aba8MXEON50,Suspend,FCT-WOFAN
P-YamMJYU1E29,Keep,Gombe-WOFAN
P-Yam75JKLE02,Keep,Gombe-WOFAN
P-BauG8IUL614,Keep,Bauchi-WOFAN
P-KirRECLNS37,Keep,Kano-WOFAN
P-AkkW5O6I915,Keep,Gombe-WOFAN
P-Mig13JBWF35,Keep,Jigawa-WOFAN
P-KirO6GBT446,Keep,Kano-WOFAN
P-BebU5Y2TH03,Keep,Kano-WOFAN
P-KirDZKY3R13,Keep,Kano-WOFAN
P-BilAVCHO833,Keep,Gombe-WOFAN
P-KirXYRKP733,Keep,Kano-WOFAN
P-Kir8L8UTE13,Keep,Kano-WOFAN
P-KirRW6U5153,Keep,Kano-WOFAN
P-Dut7TRYEC29,Keep,Jigawa-WOFAN
P-KirM8FCWD07,Keep,Kano-WOFAN
P-KirY2KQDY15,Keep,Kano-WOFAN
P-GomBOMHWR14,Keep,Gombe-WOFAN
P-GomAYKVVT52,Keep,Gombe-WOFAN
P-GomK1IZFX20,Keep,Gombe-WOFAN
P-GomIN4MIQ03,Keep,Gombe-WOFAN
P-GomCAZUVY45,Keep,Gombe-WOFAN
P-GomZX995853,Keep,Gombe-WOFAN
P-RimD1YFPN12,Keep,Kano-WOFAN
P-GomPDVVLY34,Keep,Gombe-WOFAN
P-GomPIUZD714,Keep,Gombe-WOFAN
P-Gom9AQJ2L27,Keep,Gombe-WOFAN
P-Gom3TGE1S38,Keep,Gombe-WOFAN
P-GwaZOR18A37,Keep,Jigawa-WOFAN
P-NinX2DJEE33,Keep,Bauchi-WOFAN
P-NinU2H3OD12,Keep,Bauchi-WOFAN
P-GwaCTAWAS05,Suspend,Jigawa-WOFAN
P-NinSO705T47,Keep,Bauchi-WOFAN
P-GwaPJRTWR46,Suspend,FCT-WOFAN
P-NinJ37BRU32,Keep,Bauchi-WOFAN
P-NinBOKTHO31,Keep,Bauchi-WOFAN
P-AbaZTQ5SJ42,Suspend,FCT-WOFAN
P-KwaT9XKJF51,Keep,Gombe-WOFAN
P-Jah6RKEP039,Keep,Jigawa-WOFAN
P-Jah98294F19,Suspend,Jigawa-WOFAN
P-DawSI6V0B02,Keep,Kano-WOFAN
P-DawB6FLFP38,Keep,Kano-WOFAN
P-Daw6G4CFB10,Keep,Kano-WOFAN
P-KauSR4IMP54,Suspend,Jigawa-WOFAN
P-AuyULGU5A34,Keep,Jigawa-WOFAN
P-RinQPXN8M29,Suspend,Jigawa-WOFAN
P-TorU11V9X31,Keep,Bauchi-WOFAN
P-Aba30IT0I17,Suspend,FCT-WOFAN
P-Kwa4R10ST34,Keep,Gombe-WOFAN
P-TorY97KGY33,Keep,Bauchi-WOFAN
P-Kwa39B6ZM28,Keep,Gombe-WOFAN
P-GwaUCFXX533,Suspend,Jigawa-WOFAN
P-MigJ2Z5ER47,Keep,Jigawa-WOFAN
P-KwaMI6ERT32,Keep,Gombe-WOFAN
P-Kwa7CCJ8757,Keep,Gombe-WOFAN
P-Kwa8WEUBY59,Keep,Gombe-WOFAN
P-Kwa55VT9L41,Keep,Gombe-WOFAN
P-YamCSICRE41,Keep,Gombe-WOFAN
P-KwaMT44AI58,Keep,Gombe-WOFAN
P-KwaHAPSDK05,Keep,Gombe-WOFAN
P-Rin04KNV414,Keep,Jigawa-WOFAN
P-Kwa4H4MZC27,Keep,Gombe-WOFAN
P-Kwa15Q7NM23,Keep,Gombe-WOFAN
P-KwaONTW9S02,Keep,Gombe-WOFAN
P-Dut2JQC7230,Keep,Jigawa-WOFAN
P-KwaA2EEOI58,Keep,Gombe-WOFAN
P-KwaA58YH036,Keep,Gombe-WOFAN
P-KwaJNGFKH10,Keep,Gombe-WOFAN
P-Aba5U3XQ333,Suspend,FCT-WOFAN
P-GanDC702933,Keep,Bauchi-WOFAN
P-BilR0SG2400,Keep,Gombe-WOFAN
P-Auy8URMUQ35,Keep,Jigawa-WOFAN
